photo,article_code,title,section,observable,sources,sig_sim,violation_scene,full_excerpt,LABEL
최근대전화재바닥에기름,제256조,부식 방지,편2 안전기준 > 장2 폭발ㆍ화재 및 위험물누출에 의한 위험방지 > 절4 화학설비ㆍ압력용기 등,partial,SIG9,0.568,"화학설비와 배관 표면에 녹과 부식이 넓게 퍼져 있고, 도장이 벗겨진 금속면이 그대로 드러나 있다. 플랜지와 이음부 주변에도 부식 흔적과 얼룩이 보여 부식 방지 조치가 충분하지 않은 상태로 보인다.","사업주는 화학설비 또는 그 배관(화학설비 또는 그 배관의 밸브나 콕은 제외한다) 중 위험물 또는 인화점이 섭씨 60도 이상인 물질(이하 ""위험물질등""이라 한다)이 접촉하는 부분에 대해서는 위험물질등에 의하여 그 부분이 부식되어 폭발ㆍ화재 또는 누출되는 것을 방지하기 위하여 위험물질등의 종류ㆍ온도ㆍ농도 등에 따라 부식이 잘 되지 않는 재료를 사용하거나 도장(塗裝) 등의 조치를 하여야 한다.",n
최근대전화재바닥에기름,제250조,용융고열물의 취급작업,편2 안전기준 > 장2 폭발ㆍ화재 및 위험물누출에 의한 위험방지 > 절3 용융고열물 등에 의한 위험예방,partial,SIG10,0.566,용융고열물을 다루는 설비 주변 피트나 바닥에 물이 고여 있거나 표면이 젖어 있다. 작업구역이 마르지 않은 상태에서 그대로 작업하는 모습으로 보인다.,"사업주는 용융고열물을 취급하는 작업(고열의 금속찌꺼기를 물로 처리하는 작업과 폐기하는 작업은 제외한다)을 하는 경우에는 수증기 폭발을 방지하기 위하여 제248조에 따른 피트, 제249조에 따른 건축물의 바닥, 그 밖에 해당 용융고열물을 취급하는 설비에 물이 고이거나 습윤 상태에 있지 않음을 확인한 후 작업하여야 한다.",n
최근대전화재바닥에기름,제232조,폭발 또는 화재 등의 예방,편2 안전기준 > 장2 폭발ㆍ화재 및 위험물누출에 의한 위험방지 > 절1 위험물 등의 취급 등,partial,SIG11,0.553,"인화성 위험물 용기와 배관, 공정설비가 있는 작업구역인데 벽면이나 천장에 환풍기, 배풍기, 배기 덕트 같은 환기장치가 보이지 않는다. 가스가 새거나 쌓일 수 있는 설비 주변에도 가스 검지기나 경보등, 경보장치가 설치되지 않은 모습이다.","① 사업주는 인화성 액체의 증기, 인화성 가스 또는 인화성 고체가 존재하여 폭발이나 화재가 발생할 우려가 있는 장소에서 해당 증기ㆍ가스 또는 분진에 의한 폭발 또는 화재를 예방하기 위해 환풍기, 배풍기(排風機) 등 환기장치를 적절하게 설치해야 한다. ② 사업주는 제1항에 따른 증기나 가스에 의한 폭발이나 화재를 미리 감지하기 위하여 가스 검지 및 경보 성능을 갖춘 가스 검지 및 경보 장치를 설치해야 한다. 다만, 한국산업표준에 따른 0종 또는 1종 폭발위험장소에 해당하는 경우로서 제311조에 따라",y
최근대전화재바닥에기름,제5조,오염된 바닥의 세척 등,편1 총칙 > 장2 작업장,partial,SIG12,0.548,"작업장 바닥과 벽에 오염물과 얼룩이 그대로 남아 있고, 바닥에는 물이나 액체가 고여 배수가 잘 되지 않는 모습이다. 습기가 많은 구역인데도 표면이 물을 흡수할 것처럼 보이고 청소·소독이 충분히 이루어지지 않은 상태로 보인다.","① 사업주는 인체에 해로운 물질, 부패하기 쉬운 물질 또는 악취가 나는 물질 등에 의하여 오염될 우려가 있는 작업장의 바닥이나 벽을 수시로 세척하고 소독하여야 한다. ② 사업주는 제1항에 따른 세척 및 소독을 하는 경우에 물이나 그 밖의 액체를 다량으로 사용함으로써 습기가 찰 우려가 있는 작업장의 바닥이나 벽은 불침투성(不浸透性) 재료로 칠하고 배수(排水)에 편리한 구조로 하여야 한다.",y
최근대전화재바닥에기름,제501조,바닥,편3 보건기준 > 장3 금지유해물질에 의한 건강장해의 예방 > 절2 시설ㆍ설비기준 및 성능 등,partial,SIG13,0.547,"유해물질 설비가 있는 작업실인데 바닥이 스며들기 쉬운 재질로 보이고, 벽면도 거칠고 틈이 많아 세척이 어려워 보인다. 바닥과 벽에 오염이 배어든 흔적이 남아 있어 제거가 쉬운 구조로 보이지 않는다.","사업주는 금지유해물질의 제조ㆍ사용 설비가 설치된 장소의 바닥과 벽은 불침투성 재료로 하되, 물청소를 할 수 있는 구조로 하는 등 해당 물질을 제거하기 쉬운 구조로 하여야 한다.",n
최근대전화재바닥에기름,제252조,고열 금속찌꺼기 처리작업,편2 안전기준 > 장2 폭발ㆍ화재 및 위험물누출에 의한 위험방지 > 절3 용융고열물 등에 의한 위험예방,partial,SIG14,0.546,금속찌꺼기를 처리하거나 버리는 작업 구역 바닥에 물웅덩이나 젖은 부분이 남아 있다. 고열의 찌꺼기가 물과 바로 접촉할 수 있는 상태로 보여 수증기 폭발 위험이 있는 장면이다.,"사업주는 고열의 금속찌꺼기를 물로 처리하거나 폐기하는 작업을 하는 경우에는 수증기 폭발을 방지하기 위하여 제251조 본문의 장소에 물이 고이지 않음을 확인한 후에 작업을 하여야 한다. 다만, 수쇄처리를 하는 경우에는 그러하지 아니하다.",n
최근대전화재바닥에기름,제3조,전도의 방지,편1 총칙 > 장2 작업장,yes,SIG15/DEPL10,0.541,"작업장 바닥에 물기나 오염물, 자재와 공구가 흩어져 있어 걸려 넘어지거나 미끄러질 위험이 그대로 보인다. 한쪽에는 제품이나 자재가 받침이나 고정 없이 비스듬히 세워지거나 불안정하게 쌓여 있어 쓰러질 것처럼 보인다.","① 사업주는 근로자가 작업장에서 넘어지거나 미끄러지는 등의 위험이 없도록 작업장 바닥 등을 안전하고 청결한 상태로 유지하여야 한다. ② 사업주는 제품, 자재, 부재(部材) 등이 넘어지지 않도록 붙들어 지탱하게 하는 등 안전 조치를 하여야 한다. 다만, 근로자가 접근하지 못하도록 조치한 경우에는 그러하지 아니하다.",y
최근대전화재바닥에기름,제431조,작업장의 바닥,편3 보건기준 > 장1 관리대상 유해물질에 의한 건강장해의 예방 > 절3 국소배기장치의 성능 등,partial,DEPL1,,"실내 약품 취급 작업장 바닥이 거친 맨콘크리트나 균열 많은 재질로 보이고, 오염물 얼룩이 스며든 흔적이 남아 있다. 바닥 표면과 이음부가 거칠고 틈이 많아 쉽게 세척하기 어려워 보인다.",사업주는 관리대상 유해물질을 취급하는 실내작업장의 바닥에 불침투성의 재료를 사용하고 청소하기 쉬운 구조로 하여야 한다.,n
최근대전화재바닥에기름,제244조,방화조치,편2 안전기준 > 장2 폭발ㆍ화재 및 위험물누출에 의한 위험방지 > 절2 화기 등의 관리,partial,DEPL3,,"가열장치나 소각로 옆에 액체 용기나 드럼통이 바짝 붙어 있고, 그 사이를 막아 주는 불연성 차열판이나 방호벽이 보이지 않는다. 열이 발생하는 설비와 액체 보관물이 같은 구역에 무방비로 가까이 놓여 있다.","사업주는 화로, 가열로, 가열장치, 소각로, 철제굴뚝, 그 밖에 화재를 일으킬 위험이 있는 설비 및 건축물과 그 밖에 인화성 액체와의 사이에는 방화에 필요한 안전거리를 유지하거나 불연성 물체를 차열(遮熱)재료로 하여 방호하여야 한다.",n
최근대전화재바닥에기름,제356조,용접 등 작업 시의 조치,편2 안전기준 > 장4 건설작업 등에 의한 위험 예방 > 절2 굴착작업 등의 위험 방지 > 관3 터널작업,partial,DEPL4,,"터널 내부에서 용접이나 용단 작업을 하는데 바로 옆에 넝마, 종이부스러기, 나무부스러기 같은 가연물이 남아 있고 인화성 액체도 노출되어 있다. 작업 지점에는 불연성 덮개나 불티 비산을 막는 격벽이 없어 불꽃이 주변으로 튀는 모습이 보인다.","사업주는 터널건설작업을 할 때에 그 터널 등의 내부에서 금속의 용접ㆍ용단 또는 가열작업을 하는 경우에는 화재를 예방하기 위하여 다음 각 호의 조치를 하여야 한다.   1. 부근에 있는 넝마, 나무부스러기, 종이부스러기, 그 밖의 인화성 액체를 제거하거나, 그 인화성 액체에 불연성 물질의 덮개를 하거나, 그 작업에 수반하는 불티 등이 날아 흩어지는 것을 방지하기 위한 격벽을 설치할 것   2. 해당 작업에 종사하는 근로자에게 소화설비의 설치장소 및 사용방법을 주지시킬 것   3. 해당 작업 종료 후",n
최근대전화재바닥에기름,제240조,유류 등이 있는 배관이나 용기의 용접 등,편2 안전기준 > 장2 폭발ㆍ화재 및 위험물누출에 의한 위험방지 > 절2 화기 등의 관리,partial,DEPL5,,"유류나 위험물이 있었을 것으로 보이는 배관이나 드럼, 탱크에 작업자가 바로 용접이나 절단을 하고 있다. 용기에는 잔존물 제거가 끝났다고 볼 만한 시각적 단서 없이 불꽃과 스패터가 직접 튀고 있다.","사업주는 위험물, 위험물 외의 인화성 유류 또는 인화성 고체가 있을 우려가 있는 배관ㆍ탱크 또는 드럼 등의 용기에 대하여 미리 위험물 외의 인화성 유류, 인화성 고체 또는 위험물을 제거하는 등 폭발이나 화재의 예방을 위한 조치를 한 후가 아니면 화재위험작업을 시켜서는 아니 된다. <개정 2017.3.3, 2019.12.26>",n
최근대전화재바닥에기름,제268조,통기설비,편2 안전기준 > 장2 폭발ㆍ화재 및 위험물누출에 의한 위험방지 > 절4 화학설비ㆍ압력용기 등,partial,DEPL8,,"인화성 액체 저장탱크로 보이는 대기압탱크 상부에 통기관이나 브리더밸브가 보이지 않거나, 있어야 할 벤트 연결부가 막혀 있다. 탱크 상단 배관이 임의로 폐쇄되거나 통기설비가 빠진 채 남아 있는 모습이 보인다.","① 사업주는 인화성 액체를 저장ㆍ취급하는 대기압탱크에는 통기관 또는 통기밸브(breather valve) 등(이하 ""통기설비""라 한다)을 설치하여야 한다. ② 제1항에 따른 통기설비는 정상운전 시에 대기압탱크 내부가 진공 또는 가압되지 않도록 충분한 용량의 것을 사용하여야 하며, 철저하게 유지ㆍ보수를 하여야 한다.",n
최근대전화재바닥에기름,제253조,금속의 용해로에 금속부스러기를 넣는 작업,편2 안전기준 > 장2 폭발ㆍ화재 및 위험물누출에 의한 위험방지 > 절3 용융고열물 등에 의한 위험예방,partial,DEPL9,,"용해로 앞에서 고철을 투입하는데, 스크랩 더미 사이에 드럼통이나 밀폐된 캔 같은 용기가 섞여 있다. 금속부스러기 표면이 젖어 있거나 액체가 남아 있는 상태로 보이는데도 그대로 투입하는 장면이다.",사업주는 금속의 용해로에 금속부스러기를 넣는 작업을 하는 경우에는 수증기 등의 폭발을 방지하기 위하여 금속부스러기에 물ㆍ위험물 및 밀폐된 용기 등이 들어있지 않음을 확인한 후에 작업을 하여야 한다.,n
영세제조업,제121조,사출성형기 등의 방호장치,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절8 사출성형기 등,yes,SIG1,0.687,"사출성형기나 형단조기의 금형 접근부가 그대로 열려 있어 작업자가 손을 쉽게 넣을 수 있고, 앞쪽에 게이트가드나 양수조작식 방호장치가 보이지 않는다. 기계 측면이나 상부의 히터, 전기 부위도 덮개 없이 드러나 있어 뜨거운 표면과 충전부가 그대로 노출된 모습이다.","① 사업주는 사출성형기(射出成形機)ㆍ주형조형기(鑄型造形機) 및 형단조기(프레스등은 제외한다) 등에 근로자의 신체 일부가 말려들어갈 우려가 있는 경우 게이트가드(gate guard) 또는 양수조작식 등에 의한 방호장치, 그 밖에 필요한 방호 조치를 하여야 한다. ② 제1항의 게이트가드는 닫지 아니하면 기계가 작동되지 아니하는 연동구조(連動構造)여야 한다. ③ 사업주는 제1항에 따른 기계의 히터 등의 가열 부위 또는 감전 우려가 있는 부위에는 방호덮개를 설치하는 등 필요한 안전 조치를 하여야 한다.",y
영세제조업,제91조,고장난 기계의 정비 등,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절1 기계 등의 일반기준,partial,SIG2,0.648,"공장 설비의 방호덮개가 깨지거나 빠진 채로 남아 있고, 작업자가 바로 옆에서 그 기계를 계속 조작하고 있다. 결함이 있는 것으로 보이는 설비에 정비 전 사용중지 조치 없이 작업이 이어지는 모습이다.",① 사업주는 기계 또는 방호장치의 결함이 발견된 경우 반드시 정비한 후에 근로자가 사용하도록 하여야 한다. ② 제1항의 정비가 완료될 때까지는 해당 기계 및 방호장치 등의 사용을 금지하여야 한다.,m
영세제조업,제36조,사용의 제한,"편1 총칙 > 장5 관리감독자의 직무, 사용의 제한 등",partial,SIG3,0.62,"작업장 사진에는 회전하거나 움직이는 위험 부위가 그대로 드러난 기계가 가동 중이고, 덮개나 울 같은 방호장치가 없거나 열린 채로 보인다. 작업자는 보호구 없이 또는 파손된 보호구를 착용한 채 그 설비를 사용하고 있다.","사업주는 법 제80조ㆍ제81조에 따른 방호조치 등의 조치를 하지 않거나 법 제83조제1항에 따른 안전인증기준, 법 제89조제1항에 따른 자율안전기준 또는 법 제93조제1항에 따른 안전검사기준에 적합하지 않은 기계ㆍ기구ㆍ설비 및 방호장치ㆍ보호구 등을 사용해서는 아니 된다. <개정 2019.12.26, 2021.5.28>",m
영세제조업,제129조,정련기에 의한 위험 방지,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절8 사출성형기 등,partial,SIG4,0.611,"정련기 배출구 뚜껑이 열린 채 내부 드럼 쪽이 노출되어 있고, 작업자가 바로 앞에서 내부를 확인하거나 접근하고 있다. 사진만으로 회전 정지와 압력·온도 안전 확인이 끝났는지는 보이지 않아, 개방 상태 자체가 위험 징후로 보인다.",① 정련기(精練機)를 이용한 작업에 관하여는 제111조를 준용한다. 이 경우 제111조 중 원심기는 정련기로 본다. ② 사업주는 정련기의 배출구 뚜껑 등을 여는 경우에 내통(內筒)의 회전이 정지되었는지와 내부의 압력과 온도가 근로자를 위험하게 할 우려가 없는지를 미리 확인하여야 한다.,m
영세제조업,제192조,비상정지장치,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절11 컨베이어,yes,SIG5,0.607,"작업자가 바로 옆에서 사용하는 컨베이어가 길게 돌아가고 있는데, 측면이나 투입부 주변 어디에도 비상정지버튼이나 로프형 비상정지장치가 보이지 않는다. 신체가 말려들 수 있는 롤러와 벨트가 노출된 상태인데도 즉시 설비를 멈출 수단이 없는 모습이다.","사업주는 컨베이어등에 해당 근로자의 신체의 일부가 말려드는 등 근로자가 위험해질 우려가 있는 경우 및 비상시에는 즉시 컨베이어등의 운전을 정지시킬 수 있는 장치를 설치하여야 한다. 다만, 무동력상태로만 사용하여 근로자가 위험해질 우려가 없는 경우에는 그러하지 아니하다.",n
영세제조업,제103조,프레스 등의 위험 방지,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절3 프레스 및 전단기,yes,SIG6,0.605,"프레스 전면 작업부가 그대로 열려 있어 슬라이드나 금형 접점이 노출되고, 작업자가 손으로 소재를 넣을 수 있게 보인다. 전단기 칼날 주변에도 덮개나 방호장치가 없고, 바닥에는 발 스위치가 남아 있어 방호장치 없이 기계를 작동할 수 있는 모습이다.","① 사업주는 프레스 또는 전단기(剪斷機)(이하 ""프레스등""이라 한다)를 사용하여 작업하는 근로자의 신체 일부가 위험한계에 들어가지 않도록 해당 부위에 덮개를 설치하는 등 필요한 방호 조치를 하여야 한다. 다만, 슬라이드 또는 칼날에 의한 위험을 방지하는 구조로 되어 있는 프레스등에 대해서는 그러하지 아니하다. ② 사업주는 작업의 성질상 제1항에 따른 조치가 곤란한 경우에 프레스등의 종류, 압력능력, 분당 행정의 수, 행정의 길이 및 작업방법에 상응하는 성능(양수조작식 안전장치 및 감응형 안전장치의",y
영세제조업,제128조,포장기계의 덮개 등,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절8 사출성형기 등,yes,SIG7/DEPL5,0.594,"포장기나 충진기의 움직이는 부분이 그대로 드러나 있고, 이를 가리는 덮개나 차폐물이 보이지 않는다. 작업자가 바로 손을 뻗을 수 있는 위치에 위험한 작동부가 노출된 상태다.",사업주는 종이상자ㆍ자루 등의 포장기 또는 충진기 등의 작동 부분이 근로자를 위험하게 할 우려가 있는 경우 덮개 설치 등 필요한 조치를 해야 한다. <개정 2021.5.28>,n
영세제조업,제659조,작업환경 개선,편3 보건기준 > 장12 근골격계부담작업으로 인한 건강장해의 예방 > 절2 유해요인 조사 및 개선 등,partial,SIG8,0.591,"사진에는 작업자가 자재를 직접 들어 옮기거나 허리를 심하게 굽힌 채 반복 작업하는 모습이 보인다. 작업 높이를 맞추는 설비나 운반·들기 보조설비, 편의설비가 없어 작업부담을 줄이기 위한 개선이 이루어지지 않은 상태로 보인다.",사업주는 유해요인 조사 결과 근골격계질환이 발생할 우려가 있는 경우에 인간공학적으로 설계된 인력작업 보조설비 및 편의설비를 설치하는 등 작업환경 개선에 필요한 조치를 하여야 한다.,n
영세제조업,제88조,기계의 동력차단장치,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절1 기계 등의 일반기준,partial,SIG9,0.59,"절단기나 프레스 같은 가공기계 앞에 작업자가 서 있지만, 기계 본체나 작업 위치 주변에 전원을 끊거나 동력을 차단할 수 있는 스위치·클러치가 보이지 않는다. 조작장치는 기계에서 떨어져 있거나 제어 부위가 손상된 모습으로 보여, 작업 위치에서 즉시 차단하기 어려워 보인다.","① 사업주는 동력으로 작동되는 기계에 스위치ㆍ클러치(clutch) 및 벨트이동장치 등 동력차단장치를 설치하여야 한다. 다만, 연속하여 하나의 집단을 이루는 기계로서 공통의 동력차단장치가 있거나 공정 도중에 인력(人力)에 의한 원재료의 공급과 인출(引出) 등이 필요 없는 경우에는 그러하지 아니하다. ② 사업주는 제1항에 따라 동력차단장치를 설치할 때에는 제1항에 따른 기계 중 절단ㆍ인발(引拔)ㆍ압축ㆍ꼬임ㆍ타발(打拔) 또는 굽힘 등의 가공을 하는 기계에 설치하되, 근로자가 작업위치를 이동하지 아니하고",y
영세제조업,제130조,식품가공용 기계에 의한 위험 방지,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절8 사출성형기 등,yes,SIG10/DEPL3,0.59,"식품 분쇄기의 투입구와 작동부가 그대로 드러나 있고, 작업자가 손으로 원료를 직접 밀어 넣고 있다. 옆의 용기 승강·투입 기계 주변에는 울타리나 가드가 없고, 눈에 띄는 비상정지장치도 보이지 않아 작업자가 위험구역 바로 옆에서 작업하는 모습이다.","① 사업주는 식품 등을 손으로 직접 넣어 분쇄하는 기계의 작동 부분이 근로자를 위험하게 할 우려가 있는 경우 식품 등을 분쇄기에 넣거나 꺼내는 데에 필요한 부위를 제외하고는 덮개를 설치하고, 분쇄물투입용 보조기구를 사용하도록 하는 등 근로자의 손 등이 말려 들어가지 않도록 필요한 조치를 하여야 한다. ② 사업주는 식품을 제조하는 과정에서 내용물이 담긴 용기를 들어올려 부어주는 기계를 작동할 때 근로자에게 위험이 발생할 우려가 있는 경우에는 근로자가 잘 볼 수 있는 곳에 즉시 기계의 작동을 정지시킬",n
영세제조업,제104조,금형조정작업의 위험 방지,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절3 프레스 및 전단기,partial,SIG11,0.578,"프레스 금형을 맞추거나 떼어내는 작업자가 슬라이드 아래 금형 사이로 손이나 상체를 넣고 있는데, 슬라이드를 받쳐 고정하는 안전블록은 보이지 않는다. 작업부는 열려 있고 내부에서 직접 조정 중이지만 돌발 하강을 막는 조치가 식별되지 않는다.",사업주는 프레스등의 금형을 부착ㆍ해체 또는 조정하는 작업을 할 때에 해당 작업에 종사하는 근로자의 신체가 위험한계 내에 있는 경우 슬라이드가 갑자기 작동함으로써 근로자에게 발생할 우려가 있는 위험을 방지하기 위하여 안전블록을 사용하는 등 필요한 조치를 하여야 한다.,n
영세제조업,제111조,운전의 정지,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절5 원심기 및 분쇄기등,partial,SIG12/DEPL9,0.576,원심기나 분쇄기 옆에서 작업자가 투입구나 내부로 손과 도구를 넣어 내용물을 꺼내거나 청소·수리하고 있다. 회전부 주변에 별도의 방호조치나 보조기구가 보이지 않아 기계에 직접 접근한 위험한 상태로 보인다.,"사업주는 원심기 또는 분쇄기등으로부터 내용물을 꺼내거나 원심기 또는 분쇄기등의 정비ㆍ청소ㆍ검사ㆍ수리 또는 그 밖에 이와 유사한 작업을 하는 경우에 그 기계의 운전을 정지하여야 한다. 다만, 내용물을 자동으로 꺼내는 구조이거나 그 기계의 운전 중에 정비ㆍ청소ㆍ검사ㆍ수리 또는 그 밖에 이와 유사한 작업을 하여야 하는 경우로서 안전한 보조기구를 사용하거나 위험한 부위에 필요한 방호 조치를 한 경우에는 그러하지 아니하다.",n
영세제조업,제162조,조립 등의 작업,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절9 양중기 > 관6 승강기,partial,SIG13,0.576,"승강기 설치나 수리 작업이 진행 중인 구역인데 출입금지 표지나 구역 통제가 보이지 않고, 주변에 작업과 무관해 보이는 사람이 함께 드나든다. 승강로 주변에서 일하는 작업자에게 안전대 등 보호구 착용이 보이지 않는다.","① 사업주는 사업장에 승강기의 설치ㆍ조립ㆍ수리ㆍ점검 또는 해체 작업을 하는 경우 다음 각 호의 조치를 해야 한다.   1. 작업을 지휘하는 사람을 선임하여 그 사람의 지휘하에 작업을 실시할 것   2. 작업을 할 구역에 관계 근로자가 아닌 사람의 출입을 금지하고 그 취지를 보기 쉬운 장소에 표시할 것   3. 비, 눈, 그 밖에 기상상태의 불안정으로 날씨가 몹시 나쁜 경우에는 그 작업을 중지시킬 것 ② 사업주는 제1항제1호의 작업을 지휘하는 사람에게 다음 각 호의 사항을 이행하도록 하여야 한다. ",n
영세제조업,제92조,정비 등의 작업 시의 운전정지 등,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절1 기계 등의 일반기준,partial,SIG14/DEPL1,0.565,"정비나 청소를 하는 작업자가 열린 덮개 틈이나 기계 내부에 손과 공구를 넣고 있는데, 조작반의 스위치와 기동버튼에는 잠금장치나 작동금지 표지가 없다. 배관이나 유압·공기 설비를 분해하는 현장인데 잔압을 뺀 흔적 없이 연결부를 바로 다루는 모습으로 보인다.","① 사업주는 동력으로 작동되는 기계의 정비ㆍ청소ㆍ급유ㆍ검사ㆍ수리ㆍ교체 또는 조정 작업 또는 그 밖에 이와 유사한 작업을 할 때에 근로자가 위험해질 우려가 있으면 해당 기계의 운전을 정지하여야 한다. 다만, 덮개가 설치되어 있는 등 기계의 구조상 근로자가 위험해질 우려가 없는 경우에는 그렇지 않다. ② 사업주는 제1항에 따라 기계의 운전을 정지한 경우에 다른 사람이 그 기계를 운전하는 것을 방지하기 위하여 기계의 기동장치에 잠금장치를 하고 그 열쇠를 별도 관리하거나 표지판을 설치하는 등 필요한 방호",n
영세제조업,제32조,보호구의 지급 등,편1 총칙 > 장4 보호구,partial,SIG15,0.563,"철골 상부, 용접 지점, 분진이 날리는 하역 현장, 이륜차 배송 현장 등에서 작업자가 해당 작업에 맞는 보호구를 착용하지 않은 채 작업하거나 주행하는 모습이 보인다. 높은 곳 작업자에게 안전대가 없거나, 용접 작업자에게 보안면이 없고, 배송 운전자가 안전모 없이 이동하는 장면이 위반 신호로 보인다.","① 사업주는 다음 각 호의 어느 하나에 해당하는 작업을 하는 근로자에 대해서는 다음 각 호의 구분에 따라 그 작업조건에 맞는 보호구를 작업하는 근로자 수 이상으로 지급하고 착용하도록 하여야 한다.   1. 물체가 떨어지거나 날아올 위험 또는 근로자가 추락할 위험이 있는 작업: 안전모   2. 높이 또는 깊이 2미터 이상의 추락할 위험이 있는 장소에서 하는 작업: 안전대(安全帶)   3. 물체의 낙하ㆍ충격, 물체에의 끼임, 감전 또는 정전기의 대전(帶電)에 의한 위험이 있는 작업: 안전화   4. ",n
영세제조업,제495조,석면해체ㆍ제거작업 시의 조치,편3 보건기준 > 장2 허가대상 유해물질 및 석면에 의한 건강장해의 예방 > 절6 석면의 해체ㆍ제거 작업 및 유지ㆍ관리 등의 조치기준,partial,DEPL2,,"실내 석면 해체 현장인데 창문과 벽, 바닥이 비닐로 밀폐되지 않았고 작업구역 출입부에 격리된 음압구역이나 연결된 샤워·탈의 공간이 보이지 않는다. 자재를 마른 상태로 깨거나 절단해 먼지가 날리고, 실외나 지붕 작업에서는 분진 포집장치 없이 작업하거나 해체한 지붕재를 아래로 바로 떨어뜨리는 모습이 보인다.","사업주는 석면해체ㆍ제거작업에 근로자를 종사하도록 하는 경우에 다음 각 호의 구분에 따른 조치를 하여야 한다. 다만, 사업주가 다른 조치를 한 경우로서 지방고용노동관서의 장이 다음 각 호의 조치와 같거나 그 이상의 효과를 가진다고 인정하는 경우에는 다음 각 호의 조치를 한 것으로 본다. <개정 2012.3.5, 2019.12.26>   1. 분무(噴霧)된 석면이나 석면이 함유된 보온재 또는 내화피복재(耐火被覆材)의 해체ㆍ제거작업     가. 창문ㆍ벽ㆍ바닥 등은 비닐 등 불침투성 차단재로 밀폐하고 해",n
영세제조업,제87조,원동기ㆍ회전축 등의 위험 방지,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절1 기계 등의 일반기준,yes,DEPL4,,"기계의 회전축, 기어, 벨트, 풀리, 체인, 플라이휠 같은 위험부가 그대로 드러나 있고, 작업자가 바로 손이나 옷이 닿을 거리에서 작업하는 모습이다. 선반의 돌출 회전 가공물이나 분쇄기 개구부, 감김통, 공기압축기 구동부에 덮개나 울이 없고, 건널다리에는 안전난간이나 미끄럼방지 발판이 보이지 않는다.",① 사업주는 기계의 원동기ㆍ회전축ㆍ기어ㆍ풀리ㆍ플라이휠ㆍ벨트 및 체인 등 근로자가 위험에 처할 우려가 있는 부위에 덮개ㆍ울ㆍ슬리브 및 건널다리 등을 설치하여야 한다. ② 사업주는 회전축ㆍ기어ㆍ풀리 및 플라이휠 등에 부속되는 키ㆍ핀 등의 기계요소는 묻힘형으로 하거나 해당 부위에 덮개를 설치하여야 한다. ③ 사업주는 벨트의 이음 부분에 돌출된 고정구를 사용해서는 아니 된다. ④ 사업주는 제1항의 건널다리에는 안전난간 및 미끄러지지 아니하는 구조의 발판을 설치하여야 한다. ⑤ 사업주는 연삭기(硏削機) 또,n
영세제조업,제133조,정격하중 등의 표시,편2 안전기준 > 장1 기계ㆍ기구 및 그 밖의 설비에 의한 위험예방 > 절9 양중기 > 관1 총칙,partial,DEPL6,,"크레인이나 호이스트 본체, 조작부 주변을 봐도 정격하중·운전속도·경고표시가 보이지 않는다. 슬링이나 샤클 같은 달기구에도 정격하중을 알 수 있는 태그나 각인이 없어 작업자가 허용 하중을 확인할 수 없는 모습이다.","사업주는 양중기(승강기는 제외한다) 및 달기구를 사용하여 작업하는 운전자 또는 작업자가 보기 쉬운 곳에 해당 기계의 정격하중, 운전속도, 경고표시 등을 부착하여야 한다. 다만, 달기구는 정격하중만 표시한다.",n
